Played,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Team,Opposition,HomeAway,Result,MatchPoints,Points,GF,GA,GD,W,D,L,Season,League
17,E0,2015-12-19,Stoke,Crystal Palace,1.0,2.0,A,Crystal Palace,Stoke,A,W,3,29,2.0,1.0,1.0,1,0,0,2015-16,Premier League
18,E0,2015-12-26,Bournemouth,Crystal Palace,0.0,0.0,D,Crystal Palace,Bournemouth,A,D,1,30,0.0,0.0,0.0,0,1,0,2015-16,Premier League
19,E0,2015-12-28,Crystal Palace,Swansea,0.0,0.0,D,Crystal Palace,Swansea,H,D,1,31,0.0,0.0,0.0,0,1,0,2015-16,Premier League
20,E0,2016-01-03,Crystal Palace,Chelsea,0.0,3.0,A,Crystal Palace,Chelsea,H,L,0,31,0.0,3.0,-3.0,0,0,1,2015-16,Premier League
21,E0,2016-01-12,Aston Villa,Crystal Palace,1.0,0.0,H,Crystal Palace,Aston Villa,A,L,0,31,0.0,1.0,-1.0,0,0,1,2015-16,Premier League
22,E0,2016-01-16,Man City,Crystal Palace,4.0,0.0,H,Crystal Palace,Man City,A,L,0,31,0.0,4.0,-4.0,0,0,1,2015-16,Premier League
23,E0,2016-01-23,Crystal Palace,Tottenham,1.0,3.0,A,Crystal Palace,Tottenham,H,L,0,31,1.0,3.0,-2.0,0,0,1,2015-16,Premier League
24,E0,2016-02-02,Crystal Palace,Bournemouth,1.0,2.0,A,Crystal Palace,Bournemouth,H,L,0,31,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
25,E0,2016-02-06,Swansea,Crystal Palace,1.0,1.0,D,Crystal Palace,Swansea,A,D,1,32,1.0,1.0,0.0,0,1,0,2015-16,Premier League
26,E0,2016-02-13,Crystal Palace,Watford,1.0,2.0,A,Crystal Palace,Watford,H,L,0,32,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
27,E0,2016-02-27,West Brom,Crystal Palace,3.0,2.0,H,Crystal Palace,West Brom,A,L,0,32,2.0,3.0,-1.0,0,0,1,2015-16,Premier League
28,E0,2016-03-01,Sunderland,Crystal Palace,2.0,2.0,D,Crystal Palace,Sunderland,A,D,1,33,2.0,2.0,0.0,0,1,0,2015-16,Premier League
29,E0,2016-03-06,Crystal Palace,Liverpool,1.0,2.0,A,Crystal Palace,Liverpool,H,L,0,33,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
30,E0,2016-03-19,Crystal Palace,Leicester,0.0,1.0,A,Crystal Palace,Leicester,H,L,0,33,0.0,1.0,-1.0,0,0,1,2015-16,Premier League
31,E0,2016-04-02,West Ham,Crystal Palace,2.0,2.0,D,Crystal Palace,West Ham,A,D,1,34,2.0,2.0,0.0,0,1,0,2015-16,Premier League
32,E0,2016-04-09,Crystal Palace,Norwich,1.0,0.0,H,Crystal Palace,Norwich,H,W,3,37,1.0,0.0,1.0,1,0,0,2015-16,Premier League
33,E0,2016-04-13,Crystal Palace,Everton,0.0,0.0,D,Crystal Palace,Everton,H,D,1,38,0.0,0.0,0.0,0,1,0,2015-16,Premier League
34,E0,2016-04-17,Arsenal,Crystal Palace,1.0,1.0,D,Crystal Palace,Arsenal,A,D,1,39,1.0,1.0,0.0,0,1,0,2015-16,Premier League
35,E0,2016-04-20,Man United,Crystal Palace,2.0,0.0,H,Crystal Palace,Man United,A,L,0,39,0.0,2.0,-2.0,0,0,1,2015-16,Premier League
36,E0,2016-04-30,Newcastle,Crystal Palace,1.0,0.0,H,Crystal Palace,Newcastle,A,L,0,39,0.0,1.0,-1.0,0,0,1,2015-16,Premier League
37,E0,2016-05-07,Crystal Palace,Stoke,2.0,1.0,H,Crystal Palace,Stoke,H,W,3,42,2.0,1.0,1.0,1,0,0,2015-16,Premier League
38,E0,2016-05-15,Southampton,Crystal Palace,4.0,1.0,H,Crystal Palace,Southampton,A,L,0,42,1.0,4.0,-3.0,0,0,1,2015-16,Premier League
1,E0,2015-08-08,Everton,Watford,2.0,2.0,D,Everton,Watford,H,D,1,1,2.0,2.0,0.0,0,1,0,2015-16,Premier League
2,E0,2015-08-15,Southampton,Everton,0.0,3.0,A,Everton,Southampton,A,W,3,4,3.0,0.0,3.0,1,0,0,2015-16,Premier League
3,E0,2015-08-23,Everton,Man City,0.0,2.0,A,Everton,Man City,H,L,0,4,0.0,2.0,-2.0,0,0,1,2015-16,Premier League
4,E0,2015-08-29,Tottenham,Everton,0.0,0.0,D,Everton,Tottenham,A,D,1,5,0.0,0.0,0.0,0,1,0,2015-16,Premier League
5,E0,2015-09-12,Everton,Chelsea,3.0,1.0,H,Everton,Chelsea,H,W,3,8,3.0,1.0,2.0,1,0,0,2015-16,Premier League
6,E0,2015-09-19,Swansea,Everton,0.0,0.0,D,Everton,Swansea,A,D,1,9,0.0,0.0,0.0,0,1,0,2015-16,Premier League
7,E0,2015-09-28,West Brom,Everton,2.0,3.0,A,Everton,West Brom,A,W,3,12,3.0,2.0,1.0,1,0,0,2015-16,Premier League
8,E0,2015-10-04,Everton,Liverpool,1.0,1.0,D,Everton,Liverpool,H,D,1,13,1.0,1.0,0.0,0,1,0,2015-16,Premier League
9,E0,2015-10-17,Everton,Man United,0.0,3.0,A,Everton,Man United,H,L,0,13,0.0,3.0,-3.0,0,0,1,2015-16,Premier League
10,E0,2015-10-24,Arsenal,Everton,2.0,1.0,H,Everton,Arsenal,A,L,0,13,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
11,E0,2015-11-01,Everton,Sunderland,6.0,2.0,H,Everton,Sunderland,H,W,3,16,6.0,2.0,4.0,1,0,0,2015-16,Premier League
12,E0,2015-11-07,West Ham,Everton,1.0,1.0,D,Everton,West Ham,A,D,1,17,1.0,1.0,0.0,0,1,0,2015-16,Premier League
13,E0,2015-11-21,Everton,Aston Villa,4.0,0.0,H,Everton,Aston Villa,H,W,3,20,4.0,0.0,4.0,1,0,0,2015-16,Premier League
14,E0,2015-11-28,Bournemouth,Everton,3.0,3.0,D,Everton,Bournemouth,A,D,1,21,3.0,3.0,0.0,0,1,0,2015-16,Premier League
15,E0,2015-12-07,Everton,Crystal Palace,1.0,1.0,D,Everton,Crystal Palace,H,D,1,22,1.0,1.0,0.0,0,1,0,2015-16,Premier League
16,E0,2015-12-12,Norwich,Everton,1.0,1.0,D,Everton,Norwich,A,D,1,23,1.0,1.0,0.0,0,1,0,2015-16,Premier League
17,E0,2015-12-19,Everton,Leicester,2.0,3.0,A,Everton,Leicester,H,L,0,23,2.0,3.0,-1.0,0,0,1,2015-16,Premier League
18,E0,2015-12-26,Newcastle,Everton,0.0,1.0,A,Everton,Newcastle,A,W,3,26,1.0,0.0,1.0,1,0,0,2015-16,Premier League
19,E0,2015-12-28,Everton,Stoke,3.0,4.0,A,Everton,Stoke,H,L,0,26,3.0,4.0,-1.0,0,0,1,2015-16,Premier League
20,E0,2016-01-03,Everton,Tottenham,1.0,1.0,D,Everton,Tottenham,H,D,1,27,1.0,1.0,0.0,0,1,0,2015-16,Premier League
21,E0,2016-01-13,Man City,Everton,0.0,0.0,D,Everton,Man City,A,D,1,28,0.0,0.0,0.0,0,1,0,2015-16,Premier League
22,E0,2016-01-16,Chelsea,Everton,3.0,3.0,D,Everton,Chelsea,A,D,1,29,3.0,3.0,0.0,0,1,0,2015-16,Premier League
23,E0,2016-01-24,Everton,Swansea,1.0,2.0,A,Everton,Swansea,H,L,0,29,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
24,E0,2016-02-03,Everton,Newcastle,3.0,0.0,H,Everton,Newcastle,H,W,3,32,3.0,0.0,3.0,1,0,0,2015-16,Premier League
25,E0,2016-02-06,Stoke,Everton,0.0,3.0,A,Everton,Stoke,A,W,3,35,3.0,0.0,3.0,1,0,0,2015-16,Premier League
26,E0,2016-02-13,Everton,West Brom,0.0,1.0,A,Everton,West Brom,H,L,0,35,0.0,1.0,-1.0,0,0,1,2015-16,Premier League
27,E0,2016-03-01,Aston Villa,Everton,1.0,3.0,A,Everton,Aston Villa,A,W,3,38,3.0,1.0,2.0,1,0,0,2015-16,Premier League
28,E0,2016-03-05,Everton,West Ham,2.0,3.0,A,Everton,West Ham,H,L,0,38,2.0,3.0,-1.0,0,0,1,2015-16,Premier League
29,E0,2016-03-19,Everton,Arsenal,0.0,2.0,A,Everton,Arsenal,H,L,0,38,0.0,2.0,-2.0,0,0,1,2015-16,Premier League
30,E0,2016-04-03,Man United,Everton,1.0,0.0,H,Everton,Man United,A,L,0,38,0.0,1.0,-1.0,0,0,1,2015-16,Premier League
31,E0,2016-04-09,Watford,Everton,1.0,1.0,D,Everton,Watford,A,D,1,39,1.0,1.0,0.0,0,1,0,2015-16,Premier League
32,E0,2016-04-13,Crystal Palace,Everton,0.0,0.0,D,Everton,Crystal Palace,A,D,1,40,0.0,0.0,0.0,0,1,0,2015-16,Premier League
33,E0,2016-04-16,Everton,Southampton,1.0,1.0,D,Everton,Southampton,H,D,1,41,1.0,1.0,0.0,0,1,0,2015-16,Premier League
34,E0,2016-04-20,Liverpool,Everton,4.0,0.0,H,Everton,Liverpool,A,L,0,41,0.0,4.0,-4.0,0,0,1,2015-16,Premier League
35,E0,2016-04-30,Everton,Bournemouth,2.0,1.0,H,Everton,Bournemouth,H,W,3,44,2.0,1.0,1.0,1,0,0,2015-16,Premier League
36,E0,2016-05-07,Leicester,Everton,3.0,1.0,H,Everton,Leicester,A,L,0,44,1.0,3.0,-2.0,0,0,1,2015-16,Premier League
37,E0,2016-05-11,Sunderland,Everton,3.0,0.0,H,Everton,Sunderland,A,L,0,44,0.0,3.0,-3.0,0,0,1,2015-16,Premier League
38,E0,2016-05-15,Everton,Norwich,3.0,0.0,H,Everton,Norwich,H,W,3,47,3.0,0.0,3.0,1,0,0,2015-16,Premier League
1,E0,2015-08-08,Leicester,Sunderland,4.0,2.0,H,Leicester,Sunderland,H,W,3,3,4.0,2.0,2.0,1,0,0,2015-16,Premier League
2,E0,2015-08-15,West Ham,Leicester,1.0,2.0,A,Leicester,West Ham,A,W,3,6,2.0,1.0,1.0,1,0,0,2015-16,Premier League
3,E0,2015-08-22,Leicester,Tottenham,1.0,1.0,D,Leicester,Tottenham,H,D,1,7,1.0,1.0,0.0,0,1,0,2015-16,Premier League
4,E0,2015-08-29,Bournemouth,Leicester,1.0,1.0,D,Leicester,Bournemouth,A,D,1,8,1.0,1.0,0.0,0,1,0,2015-16,Premier League
5,E0,2015-09-13,Leicester,Aston Villa,3.0,2.0,H,Leicester,Aston Villa,H,W,3,11,3.0,2.0,1.0,1,0,0,2015-16,Premier League
6,E0,2015-09-19,Stoke,Leicester,2.0,2.0,D,Leicester,Stoke,A,D,1,12,2.0,2.0,0.0,0,1,0,2015-16,Premier League
7,E0,2015-09-26,Leicester,Arsenal,2.0,5.0,A,Leicester,Arsenal,H,L,0,12,2.0,5.0,-3.0,0,0,1,2015-16,Premier League
8,E0,2015-10-03,Norwich,Leicester,1.0,2.0,A,Leicester,Norwich,A,W,3,15,2.0,1.0,1.0,1,0,0,2015-16,Premier League
9,E0,2015-10-17,Southampton,Leicester,2.0,2.0,D,Leicester,Southampton,A,D,1,16,2.0,2.0,0.0,0,1,0,2015-16,Premier League
10,E0,2015-10-24,Leicester,Crystal Palace,1.0,0.0,H,Leicester,Crystal Palace,H,W,3,19,1.0,0.0,1.0,1,0,0,2015-16,Premier League
11,E0,2015-10-31,West Brom,Leicester,2.0,3.0,A,Leicester,West Brom,A,W,3,22,3.0,2.0,1.0,1,0,0,2015-16,Premier League
12,E0,2015-11-07,Leicester,Watford,2.0,1.0,H,Leicester,Watford,H,W,3,25,2.0,1.0,1.0,1,0,0,2015-16,Premier League
13,E0,2015-11-21,Newcastle,Leicester,0.0,3.0,A,Leicester,Newcastle,A,W,3,28,3.0,0.0,3.0,1,0,0,2015-16,Premier League
14,E0,2015-11-28,Leicester,Man United,1.0,1.0,D,Leicester,Man United,H,D,1,29,1.0,1.0,0.0,0,1,0,2015-16,Premier League
15,E0,2015-12-05,Swansea,Leicester,0.0,3.0,A,Leicester,Swansea,A,W,3,32,3.0,0.0,3.0,1,0,0,2015-16,Premier League
16,E0,2015-12-14,Leicester,Chelsea,2.0,1.0,H,Leicester,Chelsea,H,W,3,35,2.0,1.0,1.0,1,0,0,2015-16,Premier League
17,E0,2015-12-19,Everton,Leicester,2.0,3.0,A,Leicester,Everton,A,W,3,38,3.0,2.0,1.0,1,0,0,2015-16,Premier League
18,E0,2015-12-26,Liverpool,Leicester,1.0,0.0,H,Leicester,Liverpool,A,L,0,38,0.0,1.0,-1.0,0,0,1,2015-16,Premier League
19,E0,2015-12-29,Leicester,Man City,0.0,0.0,D,Leicester,Man City,H,D,1,39,0.0,0.0,0.0,0,1,0,2015-16,Premier League
20,E0,2016-01-02,Leicester,Bournemouth,0.0,0.0,D,Leicester,Bournemouth,H,D,1,40,0.0,0.0,0.0,0,1,0,2015-16,Premier League
21,E0,2016-01-13,Tottenham,Leicester,0.0,1.0,A,Leicester,Tottenham,A,W,3,43,1.0,0.0,1.0,1,0,0,2015-16,Premier League
22,E0,2016-01-16,Aston Villa,Leicester,1.0,1.0,D,Leicester,Aston Villa,A,D,1,44,1.0,1.0,0.0,0,1,0,2015-16,Premier League
23,E0,2016-01-23,Leicester,Stoke,3.0,0.0,H,Leicester,Stoke,H,W,3,47,3.0,0.0,3.0,1,0,0,2015-16,Premier League
24,E0,2016-02-02,Leicester,Liverpool,2.0,0.0,H,Leicester,Liverpool,H,W,3,50,2.0,0.0,2.0,1,0,0,2015-16,Premier League
25,E0,2016-02-06,Man City,Leicester,1.0,3.0,A,Leicester,Man City,A,W,3,53,3.0,1.0,2.0,1,0,0,2015-16,Premier League
26,E0,2016-02-14,Arsenal,Leicester,2.0,1.0,H,Leicester,Arsenal,A,L,0,53,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
27,E0,2016-02-27,Leicester,Norwich,1.0,0.0,H,Leicester,Norwich,H,W,3,56,1.0,0.0,1.0,1,0,0,2015-16,Premier League
28,E0,2016-03-01,Leicester,West Brom,2.0,2.0,D,Leicester,West Brom,H,D,1,57,2.0,2.0,0.0,0,1,0,2015-16,Premier League
29,E0,2016-03-05,Watford,Leicester,0.0,1.0,A,Leicester,Watford,A,W,3,60,1.0,0.0,1.0,1,0,0,2015-16,Premier League
30,E0,2016-03-14,Leicester,Newcastle,1.0,0.0,H,Leicester,Newcastle,H,W,3,63,1.0,0.0,1.0,1,0,0,2015-16,Premier League
31,E0,2016-03-19,Crystal Palace,Leicester,0.0,1.0,A,Leicester,Crystal Palace,A,W,3,66,1.0,0.0,1.0,1,0,0,2015-16,Premier League
32,E0,2016-04-03,Leicester,Southampton,1.0,0.0,H,Leicester,Southampton,H,W,3,69,1.0,0.0,1.0,1,0,0,2015-16,Premier League
33,E0,2016-04-10,Sunderland,Leicester,0.0,2.0,A,Leicester,Sunderland,A,W,3,72,2.0,0.0,2.0,1,0,0,2015-16,Premier League
34,E0,2016-04-17,Leicester,West Ham,2.0,2.0,D,Leicester,West Ham,H,D,1,73,2.0,2.0,0.0,0,1,0,2015-16,Premier League
35,E0,2016-04-24,Leicester,Swansea,4.0,0.0,H,Leicester,Swansea,H,W,3,76,4.0,0.0,4.0,1,0,0,2015-16,Premier League
36,E0,2016-05-01,Man United,Leicester,1.0,1.0,D,Leicester,Man United,A,D,1,77,1.0,1.0,0.0,0,1,0,2015-16,Premier League
37,E0,2016-05-07,Leicester,Everton,3.0,1.0,H,Leicester,Everton,H,W,3,80,3.0,1.0,2.0,1,0,0,2015-16,Premier League
38,E0,2016-05-15,Chelsea,Leicester,1.0,1.0,D,Leicester,Chelsea,A,D,1,81,1.0,1.0,0.0,0,1,0,2015-16,Premier League
1,E0,2015-08-09,Stoke,Liverpool,0.0,1.0,A,Liverpool,Stoke,A,W,3,3,1.0,0.0,1.0,1,0,0,2015-16,Premier League
2,E0,2015-08-17,Liverpool,Bournemouth,1.0,0.0,H,Liverpool,Bournemouth,H,W,3,6,1.0,0.0,1.0,1,0,0,2015-16,Premier League
3,E0,2015-08-24,Arsenal,Liverpool,0.0,0.0,D,Liverpool,Arsenal,A,D,1,7,0.0,0.0,0.0,0,1,0,2015-16,Premier League
4,E0,2015-08-29,Liverpool,West Ham,0.0,3.0,A,Liverpool,West Ham,H,L,0,7,0.0,3.0,-3.0,0,0,1,2015-16,Premier League
5,E0,2015-09-12,Man United,Liverpool,3.0,1.0,H,Liverpool,Man United,A,L,0,7,1.0,3.0,-2.0,0,0,1,2015-16,Premier League
6,E0,2015-09-20,Liverpool,Norwich,1.0,1.0,D,Liverpool,Norwich,H,D,1,8,1.0,1.0,0.0,0,1,0,2015-16,Premier League
7,E0,2015-09-26,Liverpool,Aston Villa,3.0,2.0,H,Liverpool,Aston Villa,H,W,3,11,3.0,2.0,1.0,1,0,0,2015-16,Premier League
8,E0,2015-10-04,Everton,Liverpool,1.0,1.0,D,Liverpool,Everton,A,D,1,12,1.0,1.0,0.0,0,1,0,2015-16,Premier League
9,E0,2015-10-17,Tottenham,Liverpool,0.0,0.0,D,Liverpool,Tottenham,A,D,1,13,0.0,0.0,0.0,0,1,0,2015-16,Premier League
10,E0,2015-10-25,Liverpool,Southampton,1.0,1.0,D,Liverpool,Southampton,H,D,1,14,1.0,1.0,0.0,0,1,0,2015-16,Premier League
11,E0,2015-10-31,Chelsea,Liverpool,1.0,3.0,A,Liverpool,Chelsea,A,W,3,17,3.0,1.0,2.0,1,0,0,2015-16,Premier League
12,E0,2015-11-08,Liverpool,Crystal Palace,1.0,2.0,A,Liverpool,Crystal Palace,H,L,0,17,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
13,E0,2015-11-21,Man City,Liverpool,1.0,4.0,A,Liverpool,Man City,A,W,3,20,4.0,1.0,3.0,1,0,0,2015-16,Premier League
14,E0,2015-11-29,Liverpool,Swansea,1.0,0.0,H,Liverpool,Swansea,H,W,3,23,1.0,0.0,1.0,1,0,0,2015-16,Premier League
15,E0,2015-12-06,Newcastle,Liverpool,2.0,0.0,H,Liverpool,Newcastle,A,L,0,23,0.0,2.0,-2.0,0,0,1,2015-16,Premier League
16,E0,2015-12-13,Liverpool,West Brom,2.0,2.0,D,Liverpool,West Brom,H,D,1,24,2.0,2.0,0.0,0,1,0,2015-16,Premier League
17,E0,2015-12-20,Watford,Liverpool,3.0,0.0,H,Liverpool,Watford,A,L,0,24,0.0,3.0,-3.0,0,0,1,2015-16,Premier League
18,E0,2015-12-26,Liverpool,Leicester,1.0,0.0,H,Liverpool,Leicester,H,W,3,27,1.0,0.0,1.0,1,0,0,2015-16,Premier League
19,E0,2015-12-30,Sunderland,Liverpool,0.0,1.0,A,Liverpool,Sunderland,A,W,3,30,1.0,0.0,1.0,1,0,0,2015-16,Premier League
20,E0,2016-01-02,West Ham,Liverpool,2.0,0.0,H,Liverpool,West Ham,A,L,0,30,0.0,2.0,-2.0,0,0,1,2015-16,Premier League
21,E0,2016-01-13,Liverpool,Arsenal,3.0,3.0,D,Liverpool,Arsenal,H,D,1,31,3.0,3.0,0.0,0,1,0,2015-16,Premier League
22,E0,2016-01-17,Liverpool,Man United,0.0,1.0,A,Liverpool,Man United,H,L,0,31,0.0,1.0,-1.0,0,0,1,2015-16,Premier League
23,E0,2016-01-23,Norwich,Liverpool,4.0,5.0,A,Liverpool,Norwich,A,W,3,34,5.0,4.0,1.0,1,0,0,2015-16,Premier League
24,E0,2016-02-02,Leicester,Liverpool,2.0,0.0,H,Liverpool,Leicester,A,L,0,34,0.0,2.0,-2.0,0,0,1,2015-16,Premier League
25,E0,2016-02-06,Liverpool,Sunderland,2.0,2.0,D,Liverpool,Sunderland,H,D,1,35,2.0,2.0,0.0,0,1,0,2015-16,Premier League
26,E0,2016-02-14,Aston Villa,Liverpool,0.0,6.0,A,Liverpool,Aston Villa,A,W,3,38,6.0,0.0,6.0,1,0,0,2015-16,Premier League
27,E0,2016-03-02,Liverpool,Man City,3.0,0.0,H,Liverpool,Man City,H,W,3,41,3.0,0.0,3.0,1,0,0,2015-16,Premier League
28,E0,2016-03-06,Crystal Palace,Liverpool,1.0,2.0,A,Liverpool,Crystal Palace,A,W,3,44,2.0,1.0,1.0,1,0,0,2015-16,Premier League
29,E0,2016-03-20,Southampton,Liverpool,3.0,2.0,H,Liverpool,Southampton,A,L,0,44,2.0,3.0,-1.0,0,0,1,2015-16,Premier League
30,E0,2016-04-02,Liverpool,Tottenham,1.0,1.0,D,Liverpool,Tottenham,H,D,1,45,1.0,1.0,0.0,0,1,0,2015-16,Premier League
31,E0,2016-04-10,Liverpool,Stoke,4.0,1.0,H,Liverpool,Stoke,H,W,3,48,4.0,1.0,3.0,1,0,0,2015-16,Premier League
32,E0,2016-04-17,Bournemouth,Liverpool,1.0,2.0,A,Liverpool,Bournemouth,A,W,3,51,2.0,1.0,1.0,1,0,0,2015-16,Premier League
33,E0,2016-04-20,Liverpool,Everton,4.0,0.0,H,Liverpool,Everton,H,W,3,54,4.0,0.0,4.0,1,0,0,2015-16,Premier League
34,E0,2016-04-23,Liverpool,Newcastle,2.0,2.0,D,Liverpool,Newcastle,H,D,1,55,2.0,2.0,0.0,0,1,0,2015-16,Premier League
35,E0,2016-05-01,Swansea,Liverpool,3.0,1.0,H,Liverpool,Swansea,A,L,0,55,1.0,3.0,-2.0,0,0,1,2015-16,Premier League
36,E0,2016-05-08,Liverpool,Watford,2.0,0.0,H,Liverpool,Watford,H,W,3,58,2.0,0.0,2.0,1,0,0,2015-16,Premier League
37,E0,2016-05-11,Liverpool,Chelsea,1.0,1.0,D,Liverpool,Chelsea,H,D,1,59,1.0,1.0,0.0,0,1,0,2015-16,Premier League
38,E0,2016-05-15,West Brom,Liverpool,1.0,1.0,D,Liverpool,West Brom,A,D,1,60,1.0,1.0,0.0,0,1,0,2015-16,Premier League
1,E0,2015-08-10,West Brom,Man City,0.0,3.0,A,Man City,West Brom,A,W,3,3,3.0,0.0,3.0,1,0,0,2015-16,Premier League
2,E0,2015-08-16,Man City,Chelsea,3.0,0.0,H,Man City,Chelsea,H,W,3,6,3.0,0.0,3.0,1,0,0,2015-16,Premier League
3,E0,2015-08-23,Everton,Man City,0.0,2.0,A,Man City,Everton,A,W,3,9,2.0,0.0,2.0,1,0,0,2015-16,Premier League
4,E0,2015-08-29,Man City,Watford,2.0,0.0,H,Man City,Watford,H,W,3,12,2.0,0.0,2.0,1,0,0,2015-16,Premier League
5,E0,2015-09-12,Crystal Palace,Man City,0.0,1.0,A,Man City,Crystal Palace,A,W,3,15,1.0,0.0,1.0,1,0,0,2015-16,Premier League
6,E0,2015-09-19,Man City,West Ham,1.0,2.0,A,Man City,West Ham,H,L,0,15,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
7,E0,2015-09-26,Tottenham,Man City,4.0,1.0,H,Man City,Tottenham,A,L,0,15,1.0,4.0,-3.0,0,0,1,2015-16,Premier League
8,E0,2015-10-03,Man City,Newcastle,6.0,1.0,H,Man City,Newcastle,H,W,3,18,6.0,1.0,5.0,1,0,0,2015-16,Premier League
9,E0,2015-10-17,Man City,Bournemouth,5.0,1.0,H,Man City,Bournemouth,H,W,3,21,5.0,1.0,4.0,1,0,0,2015-16,Premier League
10,E0,2015-10-25,Man United,Man City,0.0,0.0,D,Man City,Man United,A,D,1,22,0.0,0.0,0.0,0,1,0,2015-16,Premier League
11,E0,2015-10-31,Man City,Norwich,2.0,1.0,H,Man City,Norwich,H,W,3,25,2.0,1.0,1.0,1,0,0,2015-16,Premier League
12,E0,2015-11-08,Aston Villa,Man City,0.0,0.0,D,Man City,Aston Villa,A,D,1,26,0.0,0.0,0.0,0,1,0,2015-16,Premier League
13,E0,2015-11-21,Man City,Liverpool,1.0,4.0,A,Man City,Liverpool,H,L,0,26,1.0,4.0,-3.0,0,0,1,2015-16,Premier League
14,E0,2015-11-28,Man City,Southampton,3.0,1.0,H,Man City,Southampton,H,W,3,29,3.0,1.0,2.0,1,0,0,2015-16,Premier League
15,E0,2015-12-05,Stoke,Man City,2.0,0.0,H,Man City,Stoke,A,L,0,29,0.0,2.0,-2.0,0,0,1,2015-16,Premier League
16,E0,2015-12-12,Man City,Swansea,2.0,1.0,H,Man City,Swansea,H,W,3,32,2.0,1.0,1.0,1,0,0,2015-16,Premier League
17,E0,2015-12-21,Arsenal,Man City,2.0,1.0,H,Man City,Arsenal,A,L,0,32,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
18,E0,2015-12-26,Man City,Sunderland,4.0,1.0,H,Man City,Sunderland,H,W,3,35,4.0,1.0,3.0,1,0,0,2015-16,Premier League
19,E0,2015-12-29,Leicester,Man City,0.0,0.0,D,Man City,Leicester,A,D,1,36,0.0,0.0,0.0,0,1,0,2015-16,Premier League
20,E0,2016-01-02,Watford,Man City,1.0,2.0,A,Man City,Watford,A,W,3,39,2.0,1.0,1.0,1,0,0,2015-16,Premier League
21,E0,2016-01-13,Man City,Everton,0.0,0.0,D,Man City,Everton,H,D,1,40,0.0,0.0,0.0,0,1,0,2015-16,Premier League
22,E0,2016-01-16,Man City,Crystal Palace,4.0,0.0,H,Man City,Crystal Palace,H,W,3,43,4.0,0.0,4.0,1,0,0,2015-16,Premier League
23,E0,2016-01-23,West Ham,Man City,2.0,2.0,D,Man City,West Ham,A,D,1,44,2.0,2.0,0.0,0,1,0,2015-16,Premier League
24,E0,2016-02-02,Sunderland,Man City,0.0,1.0,A,Man City,Sunderland,A,W,3,47,1.0,0.0,1.0,1,0,0,2015-16,Premier League
25,E0,2016-02-06,Man City,Leicester,1.0,3.0,A,Man City,Leicester,H,L,0,47,1.0,3.0,-2.0,0,0,1,2015-16,Premier League
26,E0,2016-02-14,Man City,Tottenham,1.0,2.0,A,Man City,Tottenham,H,L,0,47,1.0,2.0,-1.0,0,0,1,2015-16,Premier League
27,E0,2016-03-02,Liverpool,Man City,3.0,0.0,H,Man City,Liverpool,A,L,0,47,0.0,3.0,-3.0,0,0,1,2015-16,Premier League
28,E0,2016-03-05,Man City,Aston Villa,4.0,0.0,H,Man City,Aston Villa,H,W,3,50,4.0,0.0,4.0,1,0,0,2015-16,Premier League
29,E0,2016-03-12,Norwich,Man City,0.0,0.0,D,Man City,Norwich,A,D,1,51,0.0,0.0,0.0,0,1,0,2015-16,Premier League
30,E0,2016-03-20,Man City,Man United,0.0,1.0,A,Man City,Man United,H,L,0,51,0.0,1.0,-1.0,0,0,1,2015-16,Premier League
31,E0,2016-04-02,Bournemouth,Man City,0.0,4.0,A,Man City,Bournemouth,A,W,3,54,4.0,0.0,4.0,1,0,0,2015-16,Premier League
32,E0,2016-04-09,Man City,West Brom,2.0,1.0,H,Man City,West Brom,H,W,3,57,2.0,1.0,1.0,1,0,0,2015-16,Premier League
33,E0,2016-04-16,Chelsea,Man City,0.0,3.0,A,Man City,Chelsea,A,W,3,60,3.0,0.0,3.0,1,0,0,2015-16,Premier League
34,E0,2016-04-19,Newcastle,Man City,1.0,1.0,D,Man City,Newcastle,A,D,1,61,1.0,1.0,0.0,0,1,0,2015-16,Premier League
35,E0,2016-04-23,Man City,Stoke,4.0,0.0,H,Man City,Stoke,H,W,3,64,4.0,0.0,4.0,1,0,0,2015-16,Premier League
36,E0,2016-05-01,Southampton,Man City,4.0,2.0,H,Man City,Southampton,A,L,0,64,2.0,4.0,-2.0,0,0,1,2015-16,Premier League
37,E0,2016-05-08,Man City,Arsenal,2.0,2.0,D,Man City,Arsenal,H,D,1,65,2.0,2.0,0.0,0,1,0,2015-16,Premier League
38,E0,2016-05-15,Swansea,Man City,1.0,1.0,D,Man City,Swansea,A,D,1,66,1.0,1.0,0.0,0,1,0,2015-16,Premier League
